ID,artist,jpg url,born-died,period,school
Renaissance_1125,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/b_journe.jpg,(1486-1530),High Renaissance,painter
Renaissance_1126,"BECCAFUMI, Domenico",https://www.wga.hu/art/b/beccafum/1/08ventur.jpg,(c. 1486-1551),High Renaissance,painter
Renaissance_1127,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/4/venus_cx.jpg,(1503-1572),High Renaissance,painter
Renaissance_1128,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/06mark2.jpg,(1472-1526),High Renaissance,painter
Renaissance_1129,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/evangel1.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1130,"LUINI, Bernardino",https://www.wga.hu/art/l/luini/father/1/sforza2.jpg,(1480-1532),High Renaissance,painter
Renaissance_1131,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/17study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1132,SEBASTIANO DEL PIOMBO,https://www.wga.hu/art/s/sebastia/holy_fam.jpg,(1485-1547),High Renaissance,painter
Renaissance_1133,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/09/14marsya.jpg,(1490-1576),High Renaissance,painter
Renaissance_1134,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/1/5lucreti.jpg,(1477-1549),High Renaissance,painter
Renaissance_1135,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/09nicho.jpg,(1480-1556),High Renaissance,painter
Renaissance_1136,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/b_miracu.jpg,(1486-1530),High Renaissance,painter
Renaissance_1137,"BECCAFUMI, Domenico",https://www.wga.hu/art/b/beccafum/1/10ventur.jpg,(c. 1486-1551),High Renaissance,painter
Renaissance_1138,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/4/venus_cv.jpg,(1503-1572),High Renaissance,painter
Renaissance_1139,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/06mark1.jpg,(1472-1526),High Renaissance,painter
Renaissance_1140,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/evangel2.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1141,"LUINI, Bernardino",https://www.wga.hu/art/l/luini/father/2/catherin.jpg,(1480-1532),High Renaissance,painter
Renaissance_1142,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/16study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1143,SEBASTIANO DEL PIOMBO,https://www.wga.hu/art/s/sebastia/holyfami.jpg,(1485-1547),High Renaissance,painter
Renaissance_1144,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08b/7tarquin.jpg,(1490-1576),High Renaissance,painter
Renaissance_1145,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/1/7sgeorge.jpg,(1477-1549),High Renaissance,painter
Renaissance_1146,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/08madon2.jpg,(1480-1556),High Renaissance,painter
Renaissance_1147,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/virgin_s.jpg,(1486-1530),High Renaissance,painter
Renaissance_1148,"BECCAFUMI, Domenico",https://www.wga.hu/art/b/beccafum/1/11ventur.jpg,(c. 1486-1551),High Renaissance,painter
Renaissance_1149,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/4/venus_cu.jpg,(1503-1572),High Renaissance,painter
Renaissance_1150,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/06mark.jpg,(1472-1526),High Renaissance,painter
Renaissance_1151,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/m_scala.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1152,"LUINI, Bernardino",https://www.wga.hu/art/l/luini/father/2/crucifix.jpg,(1480-1532),High Renaissance,painter
Renaissance_1153,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/15study1.jpg,(1483-1520),High Renaissance,painter
Renaissance_1154,SEBASTIANO DEL PIOMBO,https://www.wga.hu/art/s/sebastia/lazarus.jpg,(1485-1547),High Renaissance,painter
Renaissance_1155,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08b/2venus_b.jpg,(1490-1576),High Renaissance,painter
Renaissance_1156,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/1/8sabinew.jpg,(1477-1549),High Renaissance,painter
Renaissance_1157,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/08madon1.jpg,(1480-1556),High Renaissance,painter
Renaissance_1158,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/b_view.jpg,(1486-1530),High Renaissance,painter
Renaissance_1159,"BECCAFUMI, Domenico",https://www.wga.hu/art/b/beccafum/1/12ventur.jpg,(c. 1486-1551),High Renaissance,painter
Renaissance_1160,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/4/pygmalio.jpg,(1503-1572),High Renaissance,painter
Renaissance_1161,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/05group.jpg,(1472-1526),High Renaissance,painter
Renaissance_1162,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/sanpaol.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1163,"LUINI, Bernardino",https://www.wga.hu/art/l/luini/father/2/f_martyr.jpg,(1480-1532),High Renaissance,painter
Renaissance_1164,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/15study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1165,SEBASTIANO DEL PIOMBO,https://www.wga.hu/art/s/sebastia/limbo.jpg,(1485-1547),High Renaissance,painter
Renaissance_1166,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08b/6perseus.jpg,(1490-1576),High Renaissance,painter
Renaissance_1167,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/monteoli/0view.jpg,(1477-1549),High Renaissance,painter
Renaissance_1168,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/08madon.jpg,(1480-1556),High Renaissance,painter
Renaissance_1169,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/b_virgin.jpg,(1486-1530),High Renaissance,painter
Renaissance_1170,"BECCAFUMI, Domenico",https://www.wga.hu/art/b/beccafum/2/1trinity.jpg,(c. 1486-1551),High Renaissance,painter
Renaissance_1171,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/4/happines.jpg,(1503-1572),High Renaissance,painter
Renaissance_1172,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/05george.jpg,(1472-1526),High Renaissance,painter
Renaissance_1173,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/sanpaolm.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1174,"LUINI, Bernardino",https://www.wga.hu/art/l/luini/father/2/holy_fam.jpg,(1480-1532),High Renaissance,painter
Renaissance_1175,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/14study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1176,SEBASTIANO DEL PIOMBO,https://www.wga.hu/art/s/sebastia/organ1.jpg,(1485-1547),High Renaissance,painter
Renaissance_1177,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/05sacre0.jpg,(1490-1576),High Renaissance,painter
Renaissance_1178,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/1/8cupid.jpg,(1477-1549),High Renaissance,painter
Renaissance_1179,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/07ponte2.jpg,(1480-1556),High Renaissance,painter
Renaissance_1180,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/baptism.jpg,(1486-1530),High Renaissance,painter
Renaissance_1181,"BECCAFUMI, Domenico",https://www.wga.hu/art/b/beccafum/2/1trinitz.jpg,(c. 1486-1551),High Renaissance,painter
Renaissance_1182,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/13eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1183,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/05flight.jpg,(1472-1526),High Renaissance,painter
Renaissance_1184,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/duomo.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1185,"LUINI, Bernardino",https://www.wga.hu/art/l/luini/father/2/jerome.jpg,(1480-1532),High Renaissance,painter
Renaissance_1186,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/13study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1187,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/05sacre1.jpg,(1490-1576),High Renaissance,painter
Renaissance_1188,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/1/pieta.jpg,(1477-1549),High Renaissance,painter
Renaissance_1189,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/07ponte1.jpg,(1480-1556),High Renaissance,painter
Renaissance_1190,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/baptism1.jpg,(1486-1530),High Renaissance,painter
Renaissance_1191,"BECCAFUMI, Domenico",https://www.wga.hu/art/b/beccafum/2/2st_paul..jpg,(c. 1486-1551),High Renaissance,painter
Renaissance_1192,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/03eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1193,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/053marty.jpg,(1472-1526),High Renaissance,painter
Renaissance_1194,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/sanpaolp.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1195,"LUINI, Bernardino",https://www.wga.hu/art/l/luini/father/1/nativity.jpg,(1480-1532),High Renaissance,painter
Renaissance_1196,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/12study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1197,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/05sacre2.jpg,(1490-1576),High Renaissance,painter
Renaissance_1198,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/2/5domeni.jpg,(1477-1549),High Renaissance,painter
Renaissance_1199,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/06manpa1.jpg,(1480-1556),High Renaissance,painter
Renaissance_1200,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/charity.jpg,(1486-1530),High Renaissance,painter
Renaissance_1201,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/12eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1202,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/052marty.jpg,(1472-1526),High Renaissance,painter
Renaissance_1203,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/sanpaolq.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1204,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/11study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1205,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/05sacre3.jpg,(1490-1576),High Renaissance,painter
Renaissance_1206,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/1/allegory.jpg,(1477-1549),High Renaissance,painter
Renaissance_1207,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/06manpa.jpg,(1480-1556),High Renaissance,painter
Renaissance_1208,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/joseph_2.jpg,(1486-1530),High Renaissance,painter
Renaissance_1209,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/10eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1210,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/051marty.jpg,(1472-1526),High Renaissance,painter
Renaissance_1211,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/sanpaolr.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1212,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/10study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1213,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/05sacre4.jpg,(1490-1576),High Renaissance,painter
Renaissance_1214,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/2/3present.jpg,(1477-1549),High Renaissance,painter
Renaissance_1215,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/05odoni1.jpg,(1480-1556),High Renaissance,painter
Renaissance_1216,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/harpies.jpg,(1486-1530),High Renaissance,painter
Renaissance_1217,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/10eleon.jpg,(1503-1572),High Renaissance,painter
Renaissance_1218,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/051cruci.jpg,(1472-1526),High Renaissance,painter
Renaissance_1219,CORREGGIO,https://www.wga.hu/art/c/correggi/madonna/adoratio.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1220,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/6tapestr/4handing.jpg,(1483-1520),High Renaissance,painter
Renaissance_1221,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/06bravo.jpg,(1490-1576),High Renaissance,painter
Renaissance_1222,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/2/2farnes2.jpg,(1477-1549),High Renaissance,painter
Renaissance_1223,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/05odoni.jpg,(1480-1556),High Renaissance,painter
Renaissance_1224,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/harpies0.jpg,(1486-1530),High Renaissance,painter
Renaissance_1225,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/09eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1226,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/050vidal.jpg,(1472-1526),High Renaissance,painter
Renaissance_1227,CORREGGIO,https://www.wga.hu/art/c/correggi/madonna/basket.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1228,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/09study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1229,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/07anadyo.jpg,(1490-1576),High Renaissance,painter
Renaissance_1230,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/2/4oratory.jpg,(1477-1549),High Renaissance,painter
Renaissance_1231,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/04bishop.jpg,(1480-1556),High Renaissance,painter
Renaissance_1232,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/harpies1.jpg,(1486-1530),High Renaissance,painter
Renaissance_1233,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/08eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1234,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/04meditx.jpg,(1472-1526),High Renaissance,painter
Renaissance_1235,CORREGGIO,https://www.wga.hu/art/c/correggi/madonna/day.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1236,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/07study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1237,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/08urbin.jpg,(1490-1576),High Renaissance,painter
Renaissance_1238,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/2/2farnes.jpg,(1477-1549),High Renaissance,painter
Renaissance_1239,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/3brigid3.jpg,(1480-1556),High Renaissance,painter
Renaissance_1240,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/lucrezia.jpg,(1486-1530),High Renaissance,painter
Renaissance_1241,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/07eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1242,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/03knight.jpg,(1472-1526),High Renaissance,painter
Renaissance_1243,CORREGGIO,https://www.wga.hu/art/c/correggi/madonna/francesc.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1244,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/06study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1245,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/08urbin1.jpg,(1490-1576),High Renaissance,painter
Renaissance_1246,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/2/1confirm.jpg,(1477-1549),High Renaissance,painter
Renaissance_1247,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/3brigid4.jpg,(1480-1556),High Renaissance,painter
Renaissance_1248,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/trinity1.jpg,(1486-1530),High Renaissance,painter
Renaissance_1249,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/06eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1250,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/02prese1.jpg,(1472-1526),High Renaissance,painter
Renaissance_1251,CORREGGIO,https://www.wga.hu/art/c/correggi/madonna/latte.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1252,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/05study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1253,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08/08urbin2.jpg,(1490-1576),High Renaissance,painter
Renaissance_1254,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/1/pieta1.jpg,(1477-1549),High Renaissance,painter
Renaissance_1255,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/3brigid5.jpg,(1480-1556),High Renaissance,painter
Renaissance_1256,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/mad_chil.jpg,(1486-1530),High Renaissance,painter
Renaissance_1257,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/05eleonp.jpg,(1503-1572),High Renaissance,painter
Renaissance_1258,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/02prese.jpg,(1472-1526),High Renaissance,painter
Renaissance_1259,CORREGGIO,https://www.wga.hu/art/c/correggi/madonna/latte1.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1260,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/04study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1261,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08a/1ferra1.jpg,(1490-1576),High Renaissance,painter
Renaissance_1262,"SODOMA, Il",https://www.wga.hu/art/s/sodoma/2/2farnes1.jpg,(1477-1549),High Renaissance,painter
Renaissance_1263,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/4barbar.jpg,(1480-1556),High Renaissance,painter
Renaissance_1264,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/baptist.jpg,(1486-1530),High Renaissance,painter
Renaissance_1265,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/05eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1266,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/021woman.jpg,(1472-1526),High Renaissance,painter
Renaissance_1267,CORREGGIO,https://www.wga.hu/art/c/correggi/frescoes/sanpaolo.jpg,(c. 1490-1534),High Renaissance,painter
Renaissance_1268,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/5roma/5/04double.jpg,(1483-1520),High Renaissance,painter
Renaissance_1269,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08a/1ferra1a.jpg,(1490-1576),High Renaissance,painter
Renaissance_1270,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/4barbar1.jpg,(1480-1556),High Renaissance,painter
Renaissance_1271,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/madonna.jpg,(1486-1530),High Renaissance,painter
Renaissance_1272,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/05eleon2.jpg,(1503-1572),High Renaissance,painter
Renaissance_1273,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/01woman.jpg,(1472-1526),High Renaissance,painter
Renaissance_1274,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/02study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1275,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08a/1ferra2.jpg,(1490-1576),High Renaissance,painter
Renaissance_1276,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/4barbar2.jpg,(1480-1556),High Renaissance,painter
Renaissance_1277,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/madchild.jpg,(1486-1530),High Renaissance,painter
Renaissance_1278,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/05eleon1.jpg,(1503-1572),High Renaissance,painter
Renaissance_1279,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/01ladiex.jpg,(1472-1526),High Renaissance,painter
Renaissance_1280,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/01study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1281,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08a/1ferra2a.jpg,(1490-1576),High Renaissance,painter
Renaissance_1282,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/14gentl1.jpg,(1480-1556),High Renaissance,painter
Renaissance_1283,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/headyoun.jpg,(1486-1530),High Renaissance,painter
Renaissance_1284,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3a/11eleono.jpg,(1503-1572),High Renaissance,painter
Renaissance_1285,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/01ladies.jpg,(1472-1526),High Renaissance,painter
Renaissance_1286,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/6tapestr/7stpaul.jpg,(1483-1520),High Renaissance,painter
Renaissance_1287,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08a/1ferra2b.jpg,(1490-1576),High Renaissance,painter
Renaissance_1288,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/4barbar3.jpg,(1480-1556),High Renaissance,painter
Renaissance_1289,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/caiano2.jpg,(1486-1530),High Renaissance,painter
Renaissance_1290,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3/3tondo4.jpg,(1503-1572),High Renaissance,painter
Renaissance_1291,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/2/13young.jpg,(1472-1526),High Renaissance,painter
Renaissance_1292,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/6tapestr/6healinx.jpg,(1483-1520),High Renaissance,painter
Renaissance_1293,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08a/1ferra2c.jpg,(1490-1576),High Renaissance,painter
Renaissance_1294,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/4barbar5.jpg,(1480-1556),High Renaissance,painter
Renaissance_1295,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/caiano1.jpg,(1486-1530),High Renaissance,painter
Renaissance_1296,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/3/adorati4.jpg,(1503-1572),High Renaissance,painter
Renaissance_1297,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/4stephen/3disput2.jpg,(1472-1526),High Renaissance,painter
Renaissance_1298,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/6tapestr/6healing.jpg,(1483-1520),High Renaissance,painter
Renaissance_1299,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08a/1ferra3.jpg,(1490-1576),High Renaissance,painter
Renaissance_1300,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/3a/4barbar6.jpg,(1480-1556),High Renaissance,painter
Renaissance_1301,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/caiano0.jpg,(1486-1530),High Renaissance,painter
Renaissance_1302,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/2/z_pope2.jpg,(1503-1572),High Renaissance,painter
Renaissance_1303,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/4stephen/3disput.jpg,(1472-1526),High Renaissance,painter
Renaissance_1304,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/6tapestr/5ananias.jpg,(1483-1520),High Renaissance,painter
Renaissance_1305,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08b/6actaeon.jpg,(1490-1576),High Renaissance,painter
Renaissance_1306,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/01carry.jpg,(1480-1556),High Renaissance,painter
Renaissance_1307,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/caiano.jpg,(1486-1530),High Renaissance,painter
Renaissance_1308,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/2/colonna.jpg,(1503-1572),High Renaissance,painter
Renaissance_1309,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/2/12woman.jpg,(1472-1526),High Renaissance,painter
Renaissance_1310,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/7drawing/1/08study.jpg,(1483-1520),High Renaissance,painter
Renaissance_1311,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08b/5rape_eu.jpg,(1490-1576),High Renaissance,painter
Renaissance_1312,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/01carry1.jpg,(1480-1556),High Renaissance,painter
Renaissance_1313,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/1/youngman.jpg,(1486-1530),High Renaissance,painter
Renaissance_1314,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/2/capponi.jpg,(1503-1572),High Renaissance,painter
Renaissance_1315,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/5/04medita.jpg,(1472-1526),High Renaissance,painter
Renaissance_1316,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/5roma/5/03satan.jpg,(1483-1520),High Renaissance,painter
Renaissance_1317,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08b/4dian_v.jpg,(1490-1576),High Renaissance,painter
Renaissance_1318,"LOTTO, Lorenzo",https://www.wga.hu/art/l/lotto/4/02young.jpg,(1480-1556),High Renaissance,painter
Renaissance_1319,ANDREA DEL SARTO,https://www.wga.hu/art/a/andrea/sarto/2/trinity.jpg,(1486-1530),High Renaissance,painter
Renaissance_1320,"BRONZINO, Agnolo",https://www.wga.hu/art/b/bronzino/2/bandini.jpg,(1503-1572),High Renaissance,painter
Renaissance_1321,"CARPACCIO, Vittore",https://www.wga.hu/art/c/carpacci/2/10thomas.jpg,(1472-1526),High Renaissance,painter
Renaissance_1322,RAFFAELLO Sanzio,https://www.wga.hu/art/r/raphael/5roma/3/03velata.jpg,(1483-1520),High Renaissance,painter
Renaissance_1323,TIZIANO Vecellio,https://www.wga.hu/art/t/tiziano/08b/4dian_c2.jpg,(1490-1576),High Renaissance,painter
